"id","created_at","updated_at","name","start_date","end_date","cme_provider","venue","lat","lng","description","instructors","cme_credit","self_assessment_module","crawl_url","cme_course_webpage_url","background_image","price","event_type","is_edited","need_map_data","status","medical_field","points","event_remark","destination_id"
21,"2024-01-04 09:38:10.270","2024-01-05 03:34:02.670",Mayo Clinic Radiation Oncology: Current Practice and Future Direction,"2024-01-08 00:00:00.000","2024-01-12 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","The Fairmont Kea Lani, 4100 Wailea Alanui Drive, Maui, Hawaii (HI), United States",20.675571,-156.44142,"Mayo Clinic Radiation Oncology: Current Practice and Future Direction is intended to provide balanced and multidisciplinary discussion of contemporary cancer treatment using didactic lectures, panel discussions, and poster sessions. The course will cover several specific clinical areas including Breast, Prostate, and CNS cancers as well as Lymphoma and Sarcomas. The course will also address several important advances in the field, such as the use of hypofractionation, integration of surgery, new chemotherapies including immunotherapy and their integration into clinical practice.
This course is designed for radiation oncologists, radiation oncology residents, radiation biologists, radiation physicists, dosimetrists, oncologists working in related specialties, radiation therapists, radiation oncology nurses, oncologic surgeons, radiation oncology administrators, diagnostic radiologists, and all other health professionals involved in the field of radiation oncology.
Visit the CME Course Webpage ›","Kenneth R. Olivier, M.D.
Kimberly S. Corbin, M.D.",Physicians:  Credit Available,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=23680,http://radiologyeducation.mayo.edu/store/mayo-clinic-radiation-oncology-current-practice-and-future-direction-2024,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",9

42,"2024-01-04 09:38:10.580","2024-01-05 03:34:02.806",Introduction to Musculoskeletal Ultrasound with Interventional Human Cadaver Lab,"2023-08-14 00:00:00.000","2023-08-16 00:00:00.000","Gulfcoast Ultrasound Institute ›, 111 2nd Ave. NE, Suite 800, St. Petersburg, Florida (FL)  33701, United States","Gulfcoast Ultrasound Institute, 111 2nd Ave. NE, Suite 800, St. Petersburg, Florida (FL), United States",27.774633,-82.63347,"Introduction to Musculoskeletal Ultrasound Course with Interventional Cadaver Lab provides participants a comprehensive introduction to musculoskeletal ultrasound on topics based on AIUM practice guidelines. These courses are taught by leading musculoskeletal ultrasound experts that incorporates comprehensive lectures on upper and lower extremity applications, live scanning demonstrations, and interactive case presentations featuring a 3:1 participant to faculty hands-on scan ratio with live models, phantoms and human cadaver labs.
Performing ultrasound-guided interventions requires a strong knowledge base pertaining to scanning techniques, recognition of normal anatomy, pathologic conditions, and needle-guidance techniques. The use of human cadaveric specimens allows the learner to augment the scanning and interventional skills in order to immediately begin integrating the skills into clinical practice.
These courses are held at multiple dates throughout the year, making it the perfect course for both local participants and participants traveling to Florida. For the most comprehensive MSK Ultrasound education, combine the Introduction to MSK Ultrasound program with either the Advanced/Interventional or Regenerative Medicine MSK program. The Advanced/Interventional and the Regenerative Medicine MSK courses both include a cadaver workshop to further enhance your interventional skills for increased confidence and competence. Tuition discounts are available for the combined programs along with cost-savings related to travel expenses.
Visit the CME Course Webpage ›","Jon Jacobson, MD, RMSK
Paul Lento, MD, CAQSM, RMSK
Ralf Thiele, MD, RhMSUS
Steven Soliman, DO, RMSK
John Broussard, DO, CAQSM
Lori Green, BA, RDMS, RDCS, RVT
Kevin O'Donnell, DO","Physicians:  24 Hours
Physician Assistants:  24 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=24579,https://www.gcus.com/ultrasound/live-course/introduction-to-musculoskeletal-ultrasound-course-with-interventional-cadaver-lab-2023-2,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",16

23,"2024-01-04 09:38:10.272","2024-01-05 03:34:02.673",Imaging in Israel 2023,"2023-06-05 00:00:00.000","2023-06-08 00:00:00.000","Global Radiology CME ›, Natalie Rice, Rochester Ave, Los Angeles, California (CA)  90024, United States","Jerusalem Inbal Hotel, Ze'ev Jabotinsky St. 3, Jerusalem, Israel",32.004025,34.830276,"Global Radiology CME in association with Hadassah Hospital Medical Center is excited to announce, Body Imager and Professor and Chair of UT Southwestern's Department of Radiology- Neil Rofsky will serve as Scientific Director for Imaging in Israel. Dr. Rofsky will be joined by the luminaries in Radiology: ? ACR's 2018 Gold Medalist and world renowned MSK imaging legend- Donald Resnick; Professor of Radiology and Director of Cardiothoracic Imaging, University of Michigan- Ella Kazerooni; and Chief of the Radiology Department at Hadassah - Jacob Sosna, as well as top local experts for cutting edge lectures at The Inbal Jerusalem Hotel.
Ideally located a short walk from the Old City, the 5 star, luxurious Inbal Hotel, will be the conference venue. Jerusalem, is a city created by a mosaic of cultures and beliefs, where the old and new intertwine. The City of Gold is intense, engaging, and breathtakingly beautiful.
Visit the CME Course Webpage ›
View the Course Brochure ›","Neil Rofsky, Donald Resnick, Ella Kazerooni, Jacob Sosna",Physicians:  21 Hours,No,http://www.radlist.com//PubCMEDetails.aspx?id=24441,https://www.globalradiologycme.com/imaginginisrael2023,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",26

35,"2024-01-04 09:38:10.486","2024-01-05 03:34:02.744",Radiology on Kiawah Island,"2023-07-31 00:00:00.000","2023-08-04 00:00:00.000","Duke University Department of Radiology ›, Debbie Griffin, Room 1531B Duke University Hospital, 2301 Erwin Road, Durham, North Carolina (NC)  27710, United States","Kiawah Island Golf Resort, One Sanctuary Beach Drive, Kiawah Island, South Carolina (SC), United States",32.621605,-80.078186,"The Duke Radiology annual summer course offers a comprehensive curriculum on cutting edge general radiology subjects. The curriculum is structured as a multidisciplinary approach with many topics grouped as specific pathology/modality related presentations. It was designed with an experienced or in training radiologist in mind, who will find it helpful to implement the gained knowledge into their busy practice.
Visit the CME Course Webpage ›","Abdominal
Mustafa Bashir, MD, Professor of Radiology
Lisa Ho, MD, Associate Professor of Radiology
Kirti Magudia, MD, PhD, Assistant Professor of Radiology
Sarah Thomas, MD, Medical Instructor of Radiology
Benjamin Wildman-Tobriner, MD, Assistant Professor of Radiology
Breast Imaging
Eun Langman, MD, Assistant Professor of Radiology
Cardiothoracic Imaging
Katherine Cheng, MD, Medical Instructor of Radiology
H. Page McAdams, MD, Professor of Radiology
Musculoskeletal Imaging
Roy Colglazier, MD, Assistant Professor of Radiology
Charles Spritzer, MD, Professor of Radiology
Emily Vinson, MD, Assistant Professor of Radiology
Jay Willhite, MD, Medical Instructor, Radiology
Neuroradiology
Daniel Barboriak, MD, Professor of Radiology
Evan Calabrese, MD, PhD, Assistant Professor of Radiology
Linda Gray Leithe, MD, Associate Professor of Radiology
James Provenzale, MD, Professor of Radiology
Nuclear Medicine
Colm Kelleher, MD, Medical Instructor of Radiology
Pediatric Imaging
Joseph Cao, MD, Medical Instructor of Radiology
Caroline Carrico, MD, Associate Professor of Radiology
Michael Fadell III, MD, Instructor in Radiology
Vascular/Interventional Radiology
Nicholas Befera, MD, Assistant Professor of Radiology
Paul Suhocki, MD, Associate Professor of Radiology","Physicians:  23 Hours
Physician Assistants:  23 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=24683,https://radiology.duke.edu/education/continuing-medical-education/radiology-kiawah-island-july-31-august-4-2023,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",22

62,"2024-01-04 09:38:12.542","2024-01-05 03:33:42.913",CSF Dynamics: Multidisciplinary Approach to Intracranial Hypertension and Spinal Leaks,"2021-04-23 00:00:00.000","2024-04-22 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","",,,"Our understanding of CSF dynamics is expanding and leading to new diagnostic and therapeutic techniques. This course is intended for practicing radiologists, residents and fellows-in-training and presents a multidisciplinary approach to the clinical evaluation, radiographic workup, and minimally invasive and surgical treatment of Idiopathic Intracranial Hypertension and Spontaneous Intracranial Hypotension.
This course uniquely brings together speakers with expertise in all aspects of these two diseases, from clinical presentation to routine and specialized head, spine, and vascular imaging to surgical, interventional spine, and minimally invasive endovascular treatments. Each topic is supplemented with patient cases.
Visit the CME Course Webpage ›","Course Directors:
Carrie M. Carr, MD - Associate Professor of Radiology
Jeremy K. Cutsforth-Gregory, MD - Assistant Professor of Neurology
Mayo Clinic Course Faculty:
John C. Benson, M.D. - Assistant Professor of Radiology
Waleed Brinjikji, M.D. - Professor of Neurosurgery and Radiology
Carrie M. Carr, M.D. - Assistant Professor of Radiology
John J. Chen, M.D., Ph.D. - Professor of Ophthalmology, Associate Professor of Neurology
Michelle J. Clarke, M.D. - Professor of Neurosurgery and Orthopedics
Jeremy K. Cutsforth-Gregory, M.D. - Assistant Professor of Neurology
Felix E. Diehn, M.D. - Assistant Professor of Radiology
Dong Kun Kim, M.D. - Assistant Professor of Radiology
Narayan R. Kissoon, M.D. - Assistant Professor of Anesthesiology and Neurology
Padraig P. (Pearse) Morris, M.B., B.Ch. - Professor of Radiology
Courtney K. Ross, P.A.-C. - Instructor in Radiology
Darya P. Shlapak, M.D., M.B.A. - Assistant Professor of Radiology
Jared T. Verdoorn, M.D. - Assistant Professor of Radiology
Mark A. Whealy, M.D. - Assistant Professor of Neurology",Physicians:  7.25 Hours,No,http://www.radlist.com//PubCMEDetails.aspx?id=23821,https://radiologyeducation.mayo.edu/store/csf-dynamics-multidisciplinary-approach-to-intracranial-hypertension-and-spinal-leaks,"","",Courses,false,false,ACCEPTED,Radiology,,"",

28,"2024-01-04 09:38:10.400","2024-01-05 03:34:02.706",Mayo Clinic MSK Imaging: Excellence through Clinical Collaboration,"2023-09-14 00:00:00.000","2023-09-16 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","Camelback Inn, 5402 East Lincoln Drive, Scottsdale, Arizona (AZ), United States",33.534115,-111.96503,"The Mayo Clinic MSK Imaging – Excellence through Clinical Collaboration course is a three day course that will focus on hot topics and highlight a collaborative team approach with multidisciplinary speakers. The content will be directed towards practicing general radiologists who interpret MSK imaging studies; however, the content will be applicable to MSK subspecialty radiologists, sports medicine physicians and any clinicians/surgeons who treat patients with musculoskeletal disease.
Visit the CME Course Webpage ›","Course Directors:
B. Matthew Howe, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Doris E. Wenger, M.D.: Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Radiology Faculty:
Stephen M. Broski, M.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Jonathan A. Flug, M.D.; Associate Professor of Radiology;
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Phoenix, Arizona
Michael G. Fox, M.D., M.B.A.; Associate Professor of Radiology
Consultant, Dept of Radiology; Chair, Div of Musculoskeletal Radiology
Mayo Clinic, Phoenix, Arizona
B. Matthew Howe, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Timothy J. Kaufmann, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Neuroradiology
Mayo Clinic, Rochester, Minnesota
Gavin A. McKenzie, M.D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Garret M. Powell, M.D.; Assistant Professor of Radiology
Resident, Dept of Radiology; Div of Musculoskeletal Imaging
Mayo Clinic, Rochester, Minnesota
John J. Schmitz, M.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Div of Abdominal Imaging
Mayo Clinic, Rochester, Minnesota
Christin A. Tiegs-Heiden, M. D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Doris E. Wenger, M.D.; Professor of Radiology
Consultant, Dept of Radiology, Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Daniel E. Wessell, M.D., Ph.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Chair, Div of Musculoskeletal Radiology
Mayo Clinic, Jacksonville, Florida
Clinical Faculty:
Anikar Chhabra M.D.; Professor of Orthopedics
Consultant, Dept of Orthopedics; Div of Orthopedic Surgery
Mayo Clinic, Phoenix, Arizona
William W. Cross, III, M.D.; Associate Professor of Orthopedics
Consultant, Dept of Orthopedics; Div of Orthopedic Surgery
Mayo Clinic, Rochester, Minnesota
Matthew M. Crowe, M.D.; Assistant Professor of Orthopedics
Consultant, Dept of Orthopedics-Orthopedic Surgery; Chair, Div of Sports Med
Mayo Clinic, Rochester, Minnesota
Karan A. Patel, M.D.; Assistant Professor of Orthopedics
Senior Associate Consultant, Dept of Orthopedics; Div of Orthopedic Sports Med
Mayo Clinic, Phoenix, Arizona
Kerry Wright, M.B.B.S.; Assistant Professor of Medicine
Consultant, Dept of Rheumatology
Mayo Clinic, Rochester, Minnesota",Physicians:  15 Hours,No,http://www.radlist.com//PubCMEDetails.aspx?id=24641,https://radiologyeducation.mayo.edu/store/mayo-clinic-msk-imaging-excellence-through-clinical-collaboration,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",25

10,"2024-01-04 09:38:03.354","2024-01-05 03:34:02.791",ESCR-ESTI Joint Meeting 2023,"2023-10-26 00:00:00.000","2023-10-28 00:00:00.000","European Society of Radiology ›, Ricarda Posch, Am Gestade 1, Vienna, 1010, Austria","Mercure Hotel MOA Berlin, Stephanstraße 41, Berlin, Germany",52.532066,13.34414,"The congress program will appreciate the potential synergies of a joint meeting, featuring a common track of educational and scientific lectures focusing on particularly interesting overlapping topics from both imaging fields - to be surrounded by a colorful bunch of lectures and workshops from all over cardiovascular and thoracic imaging.
As an ouverture, bi-lingual joint educational thoracic/cardiac imaging workshops of the Roentgen society of our host country (DRG) are planned the day before the meeting and will take the lead, preparing for a flying start into the main program.
Covering all formats of lectures from plenary sessions and state-of-the-art presentations to “hands on” in small groups, we will review and discuss the current best clinical practice and explore the future developments in our fields. We hope for stimulating and enjoyable discussions during the sessions, as much as during the informal features of the meeting, where there will be many opportunities for discussion, to meet and greet colleagues from many different horizons and backgrounds, to exchange, compare and learn. To take home new inspirations for your daily work and research and, last but not least, to establish new professional collaboration, networking and friendship.
Visit the CME Course Webpage ›",Please visit the European Society of Radiology website for more information.,"Physicians:  Credit Available
Radiologic Technologists:  Credit Available",No,http://www.radlist.com//PubCMEDetails.aspx?id=24459,https://www.escr.org/,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",24

19,"2024-01-04 09:38:10.263","2024-01-05 02:32:53.961",Neuroradiology: Practice to Innovation,"2023-11-06 00:00:00.000","2023-11-10 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","The Ritz-Carlton, Grand Cayman, PO Box 32348 KY1-1209, Seven Mile Beach, Grand Cayman, Cayman Islands",26.8917,-80.08965,"Neuroradiology: Practice to Innovation is intended to provide a practical discussion and review of common diseases involving the brain, head/neck, and spine. It will also provide an overview of common imaging strategies, as well as an update in new trends, relevant techniques, and applications in diagnostic and/or therapeutic neuroradiology.  In addition, this course will review common endovascular and spinal interventional techniques utilized in neuroradiology.
This course is designed for the practicing radiologist whose work involves neuroradiology, or those involved in the neurological sciences, neurosurgery, neurology, and/or related fields.
Visit the CME Course Webpage ›","Course Directors:
Christopher H. Hunt, M.D.
Felix E. Diehn, M.D.
Timothy J. Kaufmann, M.D.",Physicians:  Credit Available,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24277,https://radiologyeducation.mayo.edu/store/neuroradiology-practice-to-innovation-2023,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",5

24,"2024-01-04 09:38:10.273","2024-01-05 03:34:02.755",Mayo Clinic Women's Imaging Review Course,"2023-12-04 00:00:00.000","2023-12-08 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","The Ritz-Carlton, Naples, 280 Vanderbilt Beach Rd., Naples, Florida (FL), United States",26.251997,-81.82132,"The Mayo Clinic Women's Imaging Review Course is a postgraduate medical course that will provide practicing radiologists and radiologists-in-training with current information on the imaging diagnosis and management of breast and gynecologic disease. The didactic component of the course will focus on standard practices and core knowledge of imaging interpretation, while emphasizing emerging techniques and current controversies in breast and pelvic imaging. A multidisciplinary approach will be utilized, with speakers from breast and gynecologic surgery, as well as discussion of breast pathology and breast imaging legal topics.
Visit the CME Course Webpage ›","Course Directors:
Marina E. Giurescu, M.D.
Katie N. Hunt, M.D.
Robert W. Maxwell, M.D.
Wendaline M. VanBuren, M.D.",Physicians:  Credit Available,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24299,https://radiologyeducation.mayo.edu/store/copy-mayo-clinic-women-s-imaging-review-course-2023,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",21

46,"2024-01-04 09:38:12.382","2024-01-05 03:33:42.701",SABI 44th Annual Course (Online Streaming & USB Formats),"2021-12-15 00:00:00.000","2024-12-14 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"The Society for Advanced Body Imaging (SABI) has lead innovation into practice for over forty years.  Formerly known as the SCBT-MR, their continuing mission is to improve patient care by piloting state of the art technology, protocols and techniques into the body imaging profession.  SABI builds upon this legacy with their 44th Annual Course, featuring 85 thought leaders delivering the latest concepts impacting body imaging across all modalities.  Worth 31.75 AMA PRA Category 1 Credits™, this activity will meet the entire SA-CME requirement for Maintenance of Certification.
Topics: Artificial intelligence, CT and MR innovations, pelvis, cardiovascular, hepatic, biliary, pancreas, GI, urinary tract, safe practices, lung, lymphatic system, adrenal imaging, CT colonography, wellness and much more!
Visit the CME Course Webpage ›
View the Course Brochure ›","Course Director:
Joel Platt, MD
Michigan Medicine
Faculty includes 85 internationally acclaimed body imaging experts from the Society of Advanced Body Imaging.",Physicians:  31.75 Hours,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24237,https://meetings-by-mail.com/proddetail.asp?prod=SABI44,"","",Courses,false,false,ACCEPTED,Radiology,,"",

22,"2024-01-04 09:38:10.271","2024-01-05 03:34:02.671",Advanced Imaging In the Islands,"2024-02-20 00:00:00.000","2024-02-23 00:00:00.000","Duke University Department of Radiology ›, Debbie Griffin, Room 1531B Duke University Hospital, 2301 Erwin Road, Durham, North Carolina (NC)  27710, United States","The Ritz-Carlton, Grand Cayman, PO Box 32348 KY1-1209, Seven Mile Beach, Grand Cayman, Cayman Islands",26.8917,-80.08965,"This course has been designed for the
radiologist interested in gaining a greater
understanding of advances in diagnostic
imaging, specifically implementing a
multidisciplinary approach to education
via a combination of experts from
Duke’s Divisions of Abdominal Imaging
Breast Imaging, Cardiothoracic Imaging,
Neuroradiology, Musculoskeletal Imaging
and Vascular/Interventional Radiology.
Visit the CME Course Webpage ›
View the Course Brochure ›","Rajan Gupta, MD
Professor
Travis Henry, MD
Professor
Lisa Ho, MD
Associate Professor
Peter Kranz, MD
Associate Professor
Paul Suhocki, MD
Associate Professor
Leah Waldman, MD
Assistant Professor","Physicians:  20 Hours
Physician Assistants:  20 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=24688,https://radiology.duke.edu/education/continuing-medical-education/advanced-imaging-islands-feb-20-23-2024,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",5

36,"2024-01-04 09:38:10.496","2024-01-05 03:34:02.752","Christmas in Hawaii 2023: CME Update in  Sports Medicine, Chest, Wellness, and GI including Musculoskeletal MR and HRCT Imaging","2023-12-26 00:00:00.000","2023-12-29 00:00:00.000","DW Renner, Inc ›, William Renner M.D., 3517 Brookwood Meadow, Cincinnati, Ohio (OH)  45208, United States","Hilton Hawaii Village Waikiki Beach Resort, 2005 Kalia Road, Honolulu, Hawaii (HI), United States",21.283628,-157.8371,"Updated Christmas in Hawaii conferences
Christmas in Hawaii 2023: CME Update in  Sports Medicine, Chest, Wellness, and GI including Musculoskeletal MR and HRCT Imaging
Dec 26-29, 2023
New Years in Hawaii 2024: CME Update in  Sports Medicine, Chest, Wellness, and GI including Musculoskeletal MR and HRCT Imaging
Jan 2-5, 2024
Conference Center: You do not have to stay at the Hilton to attend the workshop.
Hilton Hawaii Village Waikiki Beach Resort
2005 Kalia Road
Honolulu, Hawaii 96815
Tuition: $795
Go to www.MSKMR.com to register
Due to COVID, all lectures and optional Live Question-and-Answer Sessions are online.
Join us for this fun and Interesting online workshop with Dr. Renner, with live question and answer sessions (optional).  Dr. Renner provides a complete introductory workshop and the latest in updates in High Resolution Chest CT and Musculoskeletal MRI in this Online Workshop. Podcasts in Gastroenterology and Wellness are also provided by Dr. Renner and Dr. Safdi.
New and updated lectures!
Due to COVID, all lectures and optional Live Question-and-Answer Sessions are online. Downloadable copies of the Chest High Resolution CT Workbook (146-pages) and Musculoskeletal MR Workbook (174- pages) are included with the course.  These workbooks are very popular with the residents and attendees of the course.
Online Lectures: New and Updated for 2023
Sports Medicine and Musculoskeletal MR Lectures
Diagnosing Labral Tears
SLAP and Posterior Tears
Problems in Rotator Cuff Tears
Biceps Tendon and Rotator Interval
Scaphoid Fracture, AVN and non-union
TFCC Tears
Wrist ligament injuries
Problems in the ACL & PCL
Meniscal Tears and Tear Look-a-likes
Posterior Lateral Corner Injuries
Medial Knee Injuries
MR of Lumbar Spine
Tendons and Spring Ligament
Hip Injuries
Hip Labral tears
HRCT Lectures Online: Case-based lectures in Chest Disease and HRCT:
Approach to Diffuse Lung Disease
Micro-Anatomy of Secondary Pulmonary Lobule
Key Patterns in Diffuse Lung Disease
Reticular Pattern
Ground Glass
Cystic Pattern
Emphysema
Nodules
Silicosis
Covid-19 and Viral Infections
Tree-in-Bud Pattern
Putting it all together and using the algorithm to make a differential diagnosis
Endorsement from 2021 HRCT Workshop
“I am glad that I decided to attend your HRCT workshop. It was excellent experience for me to attend your course for the first time. The content and the delivery style were fantastic. The opportunity to revisit the lecture is a bonus. The handbook will be very useful for a quick check during reporting sessions. I really appreciate your patience and passion for teaching. Thanks again.” HS, MD. Radiologist.
You will receive 1 hour of CME credit for each hour of watching the online lectures, listening to podcasts, or reading the workbooks, up to 25 hours (see list of study materials below).
There is a daily live optional online Zoom Question and Answers Session with me.
“Musculoskeletal MR Workbook” - 174-pages of MSK MR Anatomy and pathology… downloadable copy included
Dr Renner’s highly praised Chest High Resolution CT Workbook…146 pages downloadable copy included
You have 4 weeks after the course is over to complete the course and received CME credit. You have to submit a log of your activities to receive CME credit.
You can also receive CME credit for listening to any of the 100 Wellness Podcasts on the Internet by Dr. Alan Safdi and Dr. Renner on Gastroenterology and Science-based topics on nutrition, longevity, dementia, and healthy diet.
There is a daily live online Zoom Question and Answers Session with Dr. Renner (optional).
Meeting Schedule: Self-Study: Workbooks/DVD 10am-Noon, 1pm-5pm
Day 1
9am Internet Live Question and Answer Sessions by Dr. Renner
Self-Study: Workbooks/Internet lectures and Podcasts 10am-Noon, 1pm-5pm
Day 2
9am Internet Live Question and Answer Sessions by Dr. Renner
Self-Study: Workbooks/Internet lectures and Podcasts 10am-Noon, 1pm-5pm
Day 3
9am Internet Live Question and Answer Sessions by Dr. Renner
Self-Study: Workbooks/Internet lectures and Podcasts 10am-Noon, 1pm-5pm
Day 4
9am Internet Live Question and Answer Sessions by Dr. Renner
Self-Study: Workbooks/Internet lectures and Podcasts 10am-Noon, 1pm-5pm
This activity is certified by the American Academy of Family
Physicians for up to 25 AAFP Prescribed hours. AAFP Prescribed credit is accepted as equivalent to AMA PRA Category 1 Credit™ toward the AMA Physician’s Recognition Award (PRA).
Visit the CME Course Webpage ›","William Renner, M.D.",Physicians:  25 Hours,No,http://www.radlist.com//PubCMEDetails.aspx?id=24633,http://www.MSKMR.com,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",6

64,"2024-01-04 10:26:21.324","2024-01-05 02:33:01.038",HN,"2024-01-05 00:26:12.846","2024-01-05 00:26:13.998",HN,"Hanoi, Vietnam",21.030384,105.85531,"",HN,"","","","","","",On-site meeting,false,false,ACCEPTED,"",14,"",27

66,"2024-01-04 10:33:43.029","2024-01-05 02:33:02.300",HN,"2024-01-04 17:33:30.359","2024-01-05 17:33:31.626",HN,"Hanoi, Vietnam",21.030384,105.85531,"","","","","","","","",On-site meeting,false,false,ACCEPTED,"",15,"",27

5,"2024-01-04 09:38:00.344","2024-01-05 03:33:50.845",SRU 30th Annual Meeting (Online Streaming & DVD-ROM),"2021-01-07 00:00:00.000","2024-01-06 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"For three decades, the Society of Radiologists in Ultrasound (SRU) have promoted the science, practice and teaching of sonography for optimal care.  Delivered in the face of a pandemic, the SRU 30th Annual Meeting features the latest ultrasound applications, techniques and guidance.  Fifty five world renowned experts cover all major areas of sonography, including newest advances, imaging protocols and professional development.  As such, the SRU 30th Annual Meeting is an essential resource for all that are interested in this constantly evolving modality.  This activity is worth 23.75 AMA PRA Category I Credits™, which are all applicable to ABR Self Assessment CME requirement for Maintenance of Certification (MOC). Additionally, the SRU 30th Annual Meeting fulfills the ACR CMErequirement for accreditation in Ultrasound.
Topics: Obstetric, gynecologic, musculoskeletal, genitourinary, vascular, pediatric, interventional, artificial intelligence, ultrasound contrast, professional development and much more.
Visit the CME Course Webpage ›","Course Directors
Mark Lockhart, MD, MPH
Course Chair
University of Alabama at
Birmingham
Jason Wagner, MD
Vice Chair
University of Oklahoma
Faculty includes 55 globally acclaimed thought leaders in ultrasound","Physicians:  23.75 Hours
Radiologic Technologists:  23.75 Hours",Yes,http://www.radlist.com//PubCMEDetails.aspx?id=23441,https://meetings-by-mail.com/proddetail.asp?prod=SRU20,"","",Courses,false,false,ACCEPTED,Radiologic Technologist,,"",

16,"2024-01-04 09:38:05.515","2024-01-05 03:33:54.727","9th Annual Lung Cancer Symposium - Virtual Meeting","2021-03-04 00:00:00.000","2021-03-05 00:00:00.000","Thomas Jefferson University ›, Office of Continuing Professional Development, 1020 Locust Street, Philadelphia, Pennsylvania (PA)  19107, United States","",,,"The 9th Annual Lung Cancer Symposium will offer attendees the opportunity for a comprehensive update in lung cancer while interacting with our state of the art faculty and reviewing actual cases with a mock tumor board.
Topics will include lung cancer screening, a surgical approach to early stage disease, and evolving therapeutics for advanced stage, metastatic or recurrent disease.  The course is designed for physicians, physicians assistance, nurses, nurse practitioners, social workers, respiratory therapists, and public health professionals.  Available tracks will allow the learner to focus on those aspects of lung cancer which are of greatest interest.
NEW THIS YEAR! Optional Pre-Conference Modules for extra CE credits!
Visit the CME Course Webpage ›","Kane, Wener Wasik, Barta, Unger, Evans, Myers, Shusted, Giamboy, LaCoutre","Physicians:  12.25 Hours
Physician Assistants:  12.25 Hours
Nurses:  12.30 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=23412,https://cme.jefferson.edu/content/lung2021,"","",Webinars,false,false,ACCEPTED,Radiation Therapist,,"",

